embedding_index,id,label,label_name,source,chrom,start,end,split
2044,test_002044,1,promoter,promoter,chr19,1269043,1269343,test
2045,test_002045,1,promoter,promoter,chr22,18029144,18029444,test
2046,test_002046,1,promoter,promoter,chr22,19881203,19881503,test
2047,test_002047,0,background,random_background_test,chr20,46071300,46071600,test
2048,test_002048,1,promoter,promoter,chr21,15928259,15928559,test
2049,test_002049,0,background,random_background_test,chr22,32347541,32347841,test
2050,test_002050,1,promoter,promoter,chr21,37006673,37006973,test
2051,test_002051,0,background,random_background_test,chr19,44078291,44078591,test
2052,test_002052,1,promoter,promoter,chr22,19716934,19717234,test
2053,test_002053,0,background,random_background_test,chr22,30572724,30573024,test
2054,test_002054,1,promoter,promoter,chr19,55180156,55180456,test
2055,test_002055,1,promoter,promoter,chr19,1066964,1067264,test
2056,test_002056,1,promoter,promoter,chr19,1568279,1568579,test
2057,test_002057,1,promoter,promoter,chr19,11480564,11480864,test
2058,test_002058,1,promoter,promoter,chr20,62238148,62238448,test
2059,test_002059,0,background,random_background_test,chr21,5354210,5354510,test
2060,test_002060,1,promoter,promoter,chr19,45995137,45995437,test
2061,test_002061,1,promoter,promoter,chr21,45455372,45455672,test
2062,test_002062,0,background,random_background_test,chr19,7139801,7140101,test
2063,test_002063,0,background,random_background_test,chr19,25941664,25941964,test
2064,test_002064,1,promoter,promoter,chr19,6459717,6460017,test
2065,test_002065,0,background,random_background_test,chr19,21405443,21405743,test
2066,test_002066,0,background,random_background_test,chr22,42385818,42386118,test
2067,test_002067,1,promoter,promoter,chr19,12365595,12365895,test
2068,test_002068,0,background,random_background_test,chr20,43298996,43299296,test
2069,test_002069,0,background,random_background_test,chr20,10863889,10864189,test
2070,test_002070,1,promoter,promoter,chr19,19170180,19170480,test
2071,test_002071,1,promoter,promoter,chr20,45115083,45115383,test
2072,test_002072,1,promoter,promoter,chr20,26207982,26208282,test
2073,test_002073,0,background,random_background_test,chr20,62946131,62946431,test
2074,test_002074,1,promoter,promoter,chr22,38754355,38754655,test
2075,test_002075,1,promoter,promoter,chr21,38925998,38926298,test
2076,test_002076,0,background,random_background_test,chr19,18927010,18927310,test
2077,test_002077,0,background,random_background_test,chr20,8535449,8535749,test
2078,test_002078,1,promoter,promoter,chr20,25987253,25987553,test
2079,test_002079,1,promoter,promoter,chr19,13158561,13158861,test
2080,test_002080,0,background,random_background_test,chr22,19442454,19442754,test
2081,test_002081,0,background,random_background_test,chr20,32587973,32588273,test
2082,test_002082,0,background,random_background_test,chr20,38350994,38351294,test
2083,test_002083,0,background,random_background_test,chr22,13897694,13897994,test
2084,test_002084,0,background,random_background_test,chr21,7556594,7556894,test
2085,test_002085,0,background,random_background_test,chr20,14588441,14588741,test
2086,test_002086,1,promoter,promoter,chr19,45733199,45733499,test
2087,test_002087,1,promoter,promoter,chr19,48672672,48672972,test
2088,test_002088,0,background,random_background_test,chr21,22694598,22694898,test
2089,test_002089,1,promoter,promoter,chr20,20363512,20363812,test
2090,test_002090,1,promoter,promoter,chr20,53412661,53412961,test
2091,test_002091,0,background,random_background_test,chr21,23691720,23692020,test
2092,test_002092,1,promoter,promoter,chr19,19900724,19901024,test
2093,test_002093,1,promoter,promoter,chr20,61162485,61162785,test
2094,test_002094,1,promoter,promoter,chr20,52340073,52340373,test
2095,test_002095,1,promoter,promoter,chr19,18571938,18572238,test
2096,test_002096,1,promoter,promoter,chr19,55648667,55648967,test
2097,test_002097,0,background,random_background_test,chr21,17589186,17589486,test
2098,test_002098,1,promoter,promoter,chr19,47778688,47778988,test
2099,test_002099,0,background,random_background_test,chr21,40368277,40368577,test
2100,test_002100,0,background,random_background_test,chr20,32144382,32144682,test
2101,test_002101,1,promoter,promoter,chr19,21505397,21505697,test
2102,test_002102,1,promoter,promoter,chr19,11194281,11194581,test
2103,test_002103,0,background,random_background_test,chr20,17468795,17469095,test
2104,test_002104,1,promoter,promoter,chr22,28712110,28712410,test
2105,test_002105,1,promoter,promoter,chr19,49854369,49854669,test
2106,test_002106,0,background,random_background_test,chr21,11391768,11392068,test
2107,test_002107,1,promoter,promoter,chr19,39831755,39832055,test
2108,test_002108,0,background,random_background_test,chr22,43018443,43018743,test
2109,test_002109,0,background,random_background_test,chr20,50794116,50794416,test
2110,test_002110,0,background,random_background_test,chr21,11390992,11391292,test
2111,test_002111,1,promoter,promoter,chr19,4229220,4229520,test
2112,test_002112,1,promoter,promoter,chr19,29269102,29269402,test
2113,test_002113,1,promoter,promoter,chr19,42740331,42740631,test
2114,test_002114,1,promoter,promoter,chr19,10252024,10252324,test
2115,test_002115,0,background,random_background_test,chr20,4452715,4453015,test
2116,test_002116,0,background,random_background_test,chr19,54500306,54500606,test
2117,test_002117,1,promoter,promoter,chr19,4791308,4791608,test
2118,test_002118,1,promoter,promoter,chr19,55642140,55642440,test
2119,test_002119,1,promoter,promoter,chr20,24992152,24992452,test
2120,test_002120,0,background,random_background_test,chr21,37701523,37701823,test
2121,test_002121,0,background,random_background_test,chr20,33209303,33209603,test
2122,test_002122,0,background,random_background_test,chr19,7695250,7695550,test
2123,test_002123,0,background,random_background_test,chr20,81702,82002,test
2124,test_002124,0,background,random_background_test,chr22,45754920,45755220,test
2125,test_002125,1,promoter,promoter,chr19,70808,71108,test
2126,test_002126,0,background,random_background_test,chr20,57250098,57250398,test
2127,test_002127,0,background,random_background_test,chr19,36552660,36552960,test
2128,test_002128,1,promoter,promoter,chr19,51751745,51752045,test
2129,test_002129,0,background,random_background_test,chr19,6542287,6542587,test
2130,test_002130,0,background,random_background_test,chr22,31301473,31301773,test
2131,test_002131,1,promoter,promoter,chr19,51598516,51598816,test
2132,test_002132,0,background,random_background_test,chr20,54119650,54119950,test
2133,test_002133,0,background,random_background_test,chr19,2915723,2916023,test
2134,test_002134,1,promoter,promoter,chr19,36572928,36573228,test
2135,test_002135,1,promoter,promoter,chr22,37188323,37188623,test
2136,test_002136,0,background,random_background_test,chr21,6634396,6634696,test
2137,test_002137,0,background,random_background_test,chr20,4901081,4901381,test
2138,test_002138,1,promoter,promoter,chr19,35267754,35268054,test
2139,test_002139,1,promoter,promoter,chr19,5680099,5680399,test
2140,test_002140,1,promoter,promoter,chr20,46089846,46090146,test
2141,test_002141,0,background,random_background_test,chr19,20378560,20378860,test
2142,test_002142,0,background,random_background_test,chr20,5538533,5538833,test
2143,test_002143,1,promoter,promoter,chr19,21020390,21020690,test
2144,test_002144,0,background,random_background_test,chr20,57923643,57923943,test
2145,test_002145,0,background,random_background_test,chr20,38024708,38025008,test
2146,test_002146,0,background,random_background_test,chr19,6042688,6042988,test
2147,test_002147,0,background,random_background_test,chr19,36222261,36222561,test
2148,test_002148,0,background,random_background_test,chr22,34076862,34077162,test
2149,test_002149,0,background,random_background_test,chr21,23941329,23941629,test
2150,test_002150,0,background,random_background_test,chr19,38697663,38697963,test
2151,test_002151,0,background,random_background_test,chr19,3434237,3434537,test
2152,test_002152,1,promoter,promoter,chr19,48372885,48373185,test
2153,test_002153,0,background,random_background_test,chr20,57278514,57278814,test
2154,test_002154,0,background,random_background_test,chr19,53759926,53760226,test
2155,test_002155,1,promoter,promoter,chr20,50172613,50172913,test
2156,test_002156,1,promoter,promoter,chr19,4343396,4343696,test
2157,test_002157,1,promoter,promoter,chr22,50548020,50548320,test
2158,test_002158,0,background,random_background_test,chr19,45775313,45775613,test
2159,test_002159,0,background,random_background_test,chr19,48179433,48179733,test
2160,test_002160,1,promoter,promoter,chr19,54063578,54063878,test
2161,test_002161,0,background,random_background_test,chr19,44819386,44819686,test
2162,test_002162,0,background,random_background_test,chr19,58072822,58073122,test
2163,test_002163,0,background,random_background_test,chr22,37481299,37481599,test
2164,test_002164,0,background,random_background_test,chr20,62296602,62296902,test
2165,test_002165,1,promoter,promoter,chr19,43820430,43820730,test
2166,test_002166,1,promoter,promoter,chr20,58515283,58515583,test
2167,test_002167,0,background,random_background_test,chr22,49479735,49480035,test
2168,test_002168,0,background,random_background_test,chr19,48125910,48126210,test
2169,test_002169,0,background,random_background_test,chr19,27184985,27185285,test
2170,test_002170,1,promoter,promoter,chr22,28711878,28712178,test
2171,test_002171,1,promoter,promoter,chr20,38260680,38260980,test
2172,test_002172,0,background,random_background_test,chr19,19004448,19004748,test
2173,test_002173,0,background,random_background_test,chr21,40930113,40930413,test
2174,test_002174,1,promoter,promoter,chr22,19522679,19522979,test
2175,test_002175,1,promoter,promoter,chr19,48740486,48740786,test
2176,test_002176,1,promoter,promoter,chr19,55038284,55038584,test
2177,test_002177,0,background,random_background_test,chr20,61657425,61657725,test
2178,test_002178,0,background,random_background_test,chr22,30117214,30117514,test
2179,test_002179,1,promoter,promoter,chr20,35285082,35285382,test
2180,test_002180,0,background,random_background_test,chr19,18864001,18864301,test
2181,test_002181,0,background,random_background_test,chr22,34920347,34920647,test
2182,test_002182,1,promoter,promoter,chr22,50507502,50507802,test
2183,test_002183,1,promoter,promoter,chr21,37374851,37375151,test
2184,test_002184,1,promoter,promoter,chr20,51802486,51802786,test
2185,test_002185,0,background,random_background_test,chr21,15411953,15412253,test
2186,test_002186,0,background,random_background_test,chr21,17498643,17498943,test
2187,test_002187,1,promoter,promoter,chr19,11480903,11481203,test
2188,test_002188,1,promoter,promoter,chr22,50192882,50193182,test
2189,test_002189,1,promoter,promoter,chr20,33686386,33686686,test
2190,test_002190,1,promoter,promoter,chr22,37686225,37686525,test
2191,test_002191,0,background,random_background_test,chr19,12980776,12981076,test
2192,test_002192,1,promoter,promoter,chr19,45076365,45076665,test
2193,test_002193,0,background,random_background_test,chr20,63634857,63635157,test
2194,test_002194,0,background,random_background_test,chr22,37461914,37462214,test
2195,test_002195,0,background,random_background_test,chr19,38329630,38329930,test
2196,test_002196,0,background,random_background_test,chr22,17074168,17074468,test
2197,test_002197,0,background,random_background_test,chr22,18902675,18902975,test
2198,test_002198,1,promoter,promoter,chr22,29603729,29604029,test
2199,test_002199,0,background,random_background_test,chr20,54762185,54762485,test
2200,test_002200,1,promoter,promoter,chr19,53431764,53432064,test
2201,test_002201,1,promoter,promoter,chr19,2475887,2476187,test
2202,test_002202,1,promoter,promoter,chr19,6707258,6707558,test
2203,test_002203,1,promoter,promoter,chr19,21141818,21142118,test
2204,test_002204,0,background,random_background_test,chr22,28101615,28101915,test
2205,test_002205,1,promoter,promoter,chr21,17512741,17513041,test
2206,test_002206,0,background,random_background_test,chr22,16245250,16245550,test
2207,test_002207,1,promoter,promoter,chr19,55157653,55157953,test
2208,test_002208,1,promoter,promoter,chr19,3772150,3772450,test
2209,test_002209,1,promoter,promoter,chr19,23512567,23512867,test
2210,test_002210,0,background,random_background_test,chr21,32808126,32808426,test
2211,test_002211,0,background,random_background_test,chr20,3373612,3373912,test
2212,test_002212,1,promoter,promoter,chr19,10107491,10107791,test
2213,test_002213,0,background,random_background_test,chr20,57022498,57022798,test
2214,test_002214,0,background,random_background_test,chr22,47408218,47408518,test
2215,test_002215,1,promoter,promoter,chr21,45847927,45848227,test
2216,test_002216,1,promoter,promoter,chr19,49489713,49490013,test
2217,test_002217,1,promoter,promoter,chr20,23632028,23632328,test
2218,test_002218,0,background,random_background_test,chr22,18733802,18734102,test
2219,test_002219,0,background,random_background_test,chr19,40424201,40424501,test
2220,test_002220,1,promoter,promoter,chr19,10836435,10836735,test
2221,test_002221,0,background,random_background_test,chr20,2728236,2728536,test
2222,test_002222,0,background,random_background_test,chr21,12231196,12231496,test
2223,test_002223,1,promoter,promoter,chr22,19990785,19991085,test
2224,test_002224,1,promoter,promoter,chr22,49548443,49548743,test
2225,test_002225,0,background,random_background_test,chr19,29650365,29650665,test
2226,test_002226,1,promoter,promoter,chr22,29766881,29767181,test
2227,test_002227,0,background,random_background_test,chr20,39889448,39889748,test
2228,test_002228,1,promoter,promoter,chr19,22215644,22215944,test
2229,test_002229,1,promoter,promoter,chr19,22708992,22709292,test
2230,test_002230,1,promoter,promoter,chr21,18759689,18759989,test
2231,test_002231,0,background,random_background_test,chr20,19720042,19720342,test
2232,test_002232,1,promoter,promoter,chr19,12787034,12787334,test
2233,test_002233,0,background,random_background_test,chr19,54686380,54686680,test
2234,test_002234,1,promoter,promoter,chr22,23579934,23580234,test
2235,test_002235,1,promoter,promoter,chr19,41425402,41425702,test
2236,test_002236,1,promoter,promoter,chr19,16143521,16143821,test
2237,test_002237,0,background,random_background_test,chr21,28414921,28415221,test
2238,test_002238,0,background,random_background_test,chr19,16413828,16414128,test
2239,test_002239,0,background,random_background_test,chr22,17360898,17361198,test
2240,test_002240,1,promoter,promoter,chr21,29939927,29940227,test
2241,test_002241,1,promoter,promoter,chr19,12666595,12666895,test
2242,test_002242,0,background,random_background_test,chr20,44070281,44070581,test
2243,test_002243,0,background,random_background_test,chr20,35188910,35189210,test
2244,test_002244,1,promoter,promoter,chr20,33720140,33720440,test
2245,test_002245,1,promoter,promoter,chr20,3767769,3768069,test
2246,test_002246,0,background,random_background_test,chr19,42244929,42245229,test
2247,test_002247,1,promoter,promoter,chr19,23075042,23075342,test
2248,test_002248,1,promoter,promoter,chr20,2654213,2654513,test
2249,test_002249,1,promoter,promoter,chr21,41431838,41432138,test
2250,test_002250,0,background,random_background_test,chr20,13191644,13191944,test
2251,test_002251,1,promoter,promoter,chr19,15418972,15419272,test
2252,test_002252,0,background,random_background_test,chr20,30128481,30128781,test
2253,test_002253,1,promoter,promoter,chr22,41560859,41561159,test
2254,test_002254,0,background,random_background_test,chr19,2004560,2004860,test
2255,test_002255,1,promoter,promoter,chr19,55075671,55075971,test
2256,test_002256,1,promoter,promoter,chr20,38961802,38962102,test
2257,test_002257,1,promoter,promoter,chr21,43734105,43734405,test
2258,test_002258,1,promoter,promoter,chr22,45977065,45977365,test
2259,test_002259,0,background,random_background_test,chr21,17349873,17350173,test
2260,test_002260,0,background,random_background_test,chr20,25526468,25526768,test
2261,test_002261,1,promoter,promoter,chr19,13505933,13506233,test
2262,test_002262,0,background,random_background_test,chr20,63788064,63788364,test
2263,test_002263,0,background,random_background_test,chr22,34179651,34179951,test
2264,test_002264,1,promoter,promoter,chr19,47419039,47419339,test
2265,test_002265,1,promoter,promoter,chr22,30080180,30080480,test
2266,test_002266,0,background,random_background_test,chr19,41732060,41732360,test
2267,test_002267,1,promoter,promoter,chr19,47663591,47663891,test
2268,test_002268,0,background,random_background_test,chr20,58588331,58588631,test
2269,test_002269,1,promoter,promoter,chr19,35856674,35856974,test
2270,test_002270,0,background,random_background_test,chr20,25930083,25930383,test
2271,test_002271,0,background,random_background_test,chr19,31009560,31009860,test
2272,test_002272,1,promoter,promoter,chr22,42519698,42519998,test
2273,test_002273,0,background,random_background_test,chr19,34990173,34990473,test
2274,test_002274,0,background,random_background_test,chr20,19561780,19562080,test
2275,test_002275,0,background,random_background_test,chr22,27878496,27878796,test
2276,test_002276,1,promoter,promoter,chr19,18542934,18543234,test
2277,test_002277,1,promoter,promoter,chr19,9435431,9435731,test
2278,test_002278,0,background,random_background_test,chr22,49958432,49958732,test
2279,test_002279,0,background,random_background_test,chr20,5620468,5620768,test
2280,test_002280,1,promoter,promoter,chr22,19854776,19855076,test
2281,test_002281,0,background,random_background_test,chr19,8723641,8723941,test
2282,test_002282,0,background,random_background_test,chr20,54131497,54131797,test
2283,test_002283,0,background,random_background_test,chr22,23970544,23970844,test
2284,test_002284,1,promoter,promoter,chr19,14979690,14979990,test
2285,test_002285,1,promoter,promoter,chr20,50321301,50321601,test
2286,test_002286,0,background,random_background_test,chr20,58159118,58159418,test
2287,test_002287,0,background,random_background_test,chr22,27738664,27738964,test
2288,test_002288,1,promoter,promoter,chr20,44247082,44247382,test
2289,test_002289,1,promoter,promoter,chr19,42855577,42855877,test
2290,test_002290,1,promoter,promoter,chr20,32109442,32109742,test
2291,test_002291,1,promoter,promoter,chr20,36155385,36155685,test
2292,test_002292,0,background,random_background_test,chr19,41739267,41739567,test
2293,test_002293,1,promoter,promoter,chr19,45160901,45161201,test
2294,test_002294,1,promoter,promoter,chr22,23458134,23458434,test
2295,test_002295,0,background,random_background_test,chr19,51670740,51671040,test
2296,test_002296,0,background,random_background_test,chr20,34403635,34403935,test
2297,test_002297,1,promoter,promoter,chr19,2977256,2977556,test
2298,test_002298,0,background,random_background_test,chr21,20619946,20620246,test
2299,test_002299,1,promoter,promoter,chr20,46406585,46406885,test
2300,test_002300,0,background,random_background_test,chr20,6136040,6136340,test
2301,test_002301,1,promoter,promoter,chr19,17859599,17859899,test
2302,test_002302,0,background,random_background_test,chr20,49935843,49936143,test
2303,test_002303,1,promoter,promoter,chr20,31485784,31486084,test
2304,test_002304,1,promoter,promoter,chr19,6279929,6280229,test
2305,test_002305,0,background,random_background_test,chr20,29882977,29883277,test
2306,test_002306,1,promoter,promoter,chr20,43945397,43945697,test
2307,test_002307,1,promoter,promoter,chr21,44353376,44353676,test
2308,test_002308,1,promoter,promoter,chr22,22880728,22881028,test
2309,test_002309,0,background,random_background_test,chr21,6236913,6237213,test
2310,test_002310,1,promoter,promoter,chr19,49155354,49155654,test
2311,test_002311,0,background,random_background_test,chr21,8129014,8129314,test
2312,test_002312,1,promoter,promoter,chr20,58840088,58840388,test
2313,test_002313,0,background,random_background_test,chr19,2907392,2907692,test
2314,test_002314,0,background,random_background_test,chr22,29550074,29550374,test
2315,test_002315,1,promoter,promoter,chr19,41193205,41193505,test
2316,test_002316,0,background,random_background_test,chr21,44188857,44189157,test
2317,test_002317,0,background,random_background_test,chr20,31255712,31256012,test
2318,test_002318,0,background,random_background_test,chr19,12428760,12429060,test
2319,test_002319,1,promoter,promoter,chr19,58098222,58098522,test
2320,test_002320,0,background,random_background_test,chr20,9305000,9305300,test
2321,test_002321,0,background,random_background_test,chr19,2808354,2808654,test
2322,test_002322,1,promoter,promoter,chr19,42241709,42242009,test
2323,test_002323,0,background,random_background_test,chr22,24976107,24976407,test
2324,test_002324,0,background,random_background_test,chr19,52236166,52236466,test
2325,test_002325,1,promoter,promoter,chr20,57329608,57329908,test
2326,test_002326,0,background,random_background_test,chr19,18059129,18059429,test
2327,test_002327,0,background,random_background_test,chr20,30680726,30681026,test
2328,test_002328,1,promoter,promoter,chr19,55662356,55662656,test
2329,test_002329,0,background,random_background_test,chr20,6307090,6307390,test
2330,test_002330,1,promoter,promoter,chr19,20039150,20039450,test
2331,test_002331,1,promoter,promoter,chr19,36772947,36773247,test
2332,test_002332,0,background,random_background_test,chr20,36654590,36654890,test
2333,test_002333,0,background,random_background_test,chr19,4078753,4079053,test
2334,test_002334,0,background,random_background_test,chr21,19045246,19045546,test
2335,test_002335,0,background,random_background_test,chr21,22420365,22420665,test
2336,test_002336,1,promoter,promoter,chr19,40802852,40803152,test
2337,test_002337,0,background,random_background_test,chr21,42064998,42065298,test
2338,test_002338,0,background,random_background_test,chr21,10519696,10519996,test
2339,test_002339,0,background,random_background_test,chr20,36307657,36307957,test
2340,test_002340,0,background,random_background_test,chr19,45767267,45767567,test
2341,test_002341,1,promoter,promoter,chr19,41376517,41376817,test
2342,test_002342,0,background,random_background_test,chr22,14861989,14862289,test
2343,test_002343,1,promoter,promoter,chr20,63736327,63736627,test
2344,test_002344,1,promoter,promoter,chr19,38617990,38618290,test
2345,test_002345,1,promoter,promoter,chr21,26843512,26843812,test
2346,test_002346,1,promoter,promoter,chr21,42219866,42220166,test
2347,test_002347,1,promoter,promoter,chr19,56317740,56318040,test
2348,test_002348,1,promoter,promoter,chr20,49318389,49318689,test
2349,test_002349,1,promoter,promoter,chr19,7595539,7595839,test
2350,test_002350,0,background,random_background_test,chr19,42911461,42911761,test
2351,test_002351,0,background,random_background_test,chr20,18224292,18224592,test
2352,test_002352,1,promoter,promoter,chr20,32190219,32190519,test
2353,test_002353,1,promoter,promoter,chr21,33968375,33968675,test
2354,test_002354,1,promoter,promoter,chr22,23137903,23138203,test
2355,test_002355,0,background,random_background_test,chr20,61079478,61079778,test
2356,test_002356,1,promoter,promoter,chr21,41316587,41316887,test
2357,test_002357,0,background,random_background_test,chr19,36672036,36672336,test
2358,test_002358,0,background,random_background_test,chr19,28646287,28646587,test
2359,test_002359,0,background,random_background_test,chr20,5747803,5748103,test
2360,test_002360,1,promoter,promoter,chr19,37655388,37655688,test
2361,test_002361,1,promoter,promoter,chr20,19758168,19758468,test
2362,test_002362,0,background,random_background_test,chr19,16286401,16286701,test
2363,test_002363,1,promoter,promoter,chr22,41958232,41958532,test
2364,test_002364,1,promoter,promoter,chr20,47412097,47412397,test
2365,test_002365,0,background,random_background_test,chr20,55542330,55542630,test
2366,test_002366,1,promoter,promoter,chr19,38877981,38878281,test
2367,test_002367,1,promoter,promoter,chr19,49072626,49072926,test
2368,test_002368,1,promoter,promoter,chr19,14085575,14085875,test
2369,test_002369,1,promoter,promoter,chr19,2611567,2611867,test
2370,test_002370,0,background,random_background_test,chr21,36743295,36743595,test
2371,test_002371,1,promoter,promoter,chr19,53503771,53504071,test
2372,test_002372,1,promoter,promoter,chr20,36863547,36863847,test
2373,test_002373,1,promoter,promoter,chr19,15233363,15233663,test
2374,test_002374,0,background,random_background_test,chr19,6703409,6703709,test
2375,test_002375,0,background,random_background_test,chr20,41111638,41111938,test
2376,test_002376,1,promoter,promoter,chr20,8132675,8132975,test
2377,test_002377,0,background,random_background_test,chr19,31368565,31368865,test
2378,test_002378,0,background,random_background_test,chr19,33442139,33442439,test
2379,test_002379,1,promoter,promoter,chr21,27954841,27955141,test
2380,test_002380,1,promoter,promoter,chr19,30668589,30668889,test
2381,test_002381,0,background,random_background_test,chr19,53640950,53641250,test
2382,test_002382,0,background,random_background_test,chr20,57262929,57263229,test
2383,test_002383,1,promoter,promoter,chr19,15672860,15673160,test
2384,test_002384,1,promoter,promoter,chr20,56358700,56359000,test
2385,test_002385,0,background,random_background_test,chr20,48121288,48121588,test
2386,test_002386,0,background,random_background_test,chr20,52644046,52644346,test
2387,test_002387,0,background,random_background_test,chr21,20497087,20497387,test
2388,test_002388,0,background,random_background_test,chr22,19342310,19342610,test
2389,test_002389,1,promoter,promoter,chr19,47419297,47419597,test
2390,test_002390,1,promoter,promoter,chr21,44573743,44574043,test
2391,test_002391,1,promoter,promoter,chr19,54905882,54906182,test
2392,test_002392,1,promoter,promoter,chr19,36139846,36140146,test
2393,test_002393,1,promoter,promoter,chr21,46228495,46228795,test
2394,test_002394,1,promoter,promoter,chr20,45362937,45363237,test
2395,test_002395,1,promoter,promoter,chr19,43576523,43576823,test
2396,test_002396,0,background,random_background_test,chr22,43601464,43601764,test
2397,test_002397,1,promoter,promoter,chr19,51184560,51184860,test
2398,test_002398,1,promoter,promoter,chr20,41715583,41715883,test
2399,test_002399,0,background,random_background_test,chr20,61178131,61178431,test
2400,test_002400,0,background,random_background_test,chr22,49586803,49587103,test
2401,test_002401,0,background,random_background_test,chr19,42027040,42027340,test
2402,test_002402,0,background,random_background_test,chr22,15511557,15511857,test
2403,test_002403,0,background,random_background_test,chr20,2179929,2180229,test
2404,test_002404,1,promoter,promoter,chr19,15508428,15508728,test
2405,test_002405,1,promoter,promoter,chr21,44517343,44517643,test
2406,test_002406,1,promoter,promoter,chr19,3062352,3062652,test
2407,test_002407,1,promoter,promoter,chr19,49335055,49335355,test
2408,test_002408,0,background,random_background_test,chr20,31772769,31773069,test
2409,test_002409,0,background,random_background_test,chr19,28918444,28918744,test
2410,test_002410,1,promoter,promoter,chr20,31475093,31475393,test
2411,test_002411,1,promoter,promoter,chr22,46048284,46048584,test
2412,test_002412,0,background,random_background_test,chr20,28597951,28598251,test
2413,test_002413,0,background,random_background_test,chr20,59124304,59124604,test
2414,test_002414,0,background,random_background_test,chr19,23392885,23393185,test
2415,test_002415,0,background,random_background_test,chr20,27753817,27754117,test
2416,test_002416,0,background,random_background_test,chr21,33374797,33375097,test
2417,test_002417,1,promoter,promoter,chr22,18997609,18997909,test
2418,test_002418,1,promoter,promoter,chr19,35269114,35269414,test
2419,test_002419,1,promoter,promoter,chr21,33070780,33071080,test
2420,test_002420,0,background,random_background_test,chr21,10885197,10885497,test
2421,test_002421,0,background,random_background_test,chr20,29443989,29444289,test
2422,test_002422,1,promoter,promoter,chr19,45423615,45423915,test
2423,test_002423,1,promoter,promoter,chr19,57578858,57579158,test
2424,test_002424,1,promoter,promoter,chr21,26170692,26170992,test
2425,test_002425,0,background,random_background_test,chr22,43905660,43905960,test
2426,test_002426,1,promoter,promoter,chr20,44885425,44885725,test
2427,test_002427,0,background,random_background_test,chr20,37549514,37549814,test
2428,test_002428,0,background,random_background_test,chr19,32137158,32137458,test
2429,test_002429,1,promoter,promoter,chr19,56315036,56315336,test
2430,test_002430,0,background,random_background_test,chr19,34296383,34296683,test
2431,test_002431,1,promoter,promoter,chr20,462403,462703,test
2432,test_002432,1,promoter,promoter,chr19,35900439,35900739,test
2433,test_002433,1,promoter,promoter,chr19,47626329,47626629,test
2434,test_002434,1,promoter,promoter,chr21,31706344,31706644,test
2435,test_002435,0,background,random_background_test,chr19,18319041,18319341,test
2436,test_002436,0,background,random_background_test,chr20,58766679,58766979,test
2437,test_002437,0,background,random_background_test,chr21,31873584,31873884,test
2438,test_002438,0,background,random_background_test,chr19,6417360,6417660,test
2439,test_002439,0,background,random_background_test,chr21,23036461,23036761,test
2440,test_002440,0,background,random_background_test,chr20,24908031,24908331,test
2441,test_002441,0,background,random_background_test,chr20,10368865,10369165,test
2442,test_002442,1,promoter,promoter,chr19,8418131,8418431,test
2443,test_002443,1,promoter,promoter,chr19,6375741,6376041,test
2444,test_002444,0,background,random_background_test,chr21,7040492,7040792,test
2445,test_002445,1,promoter,promoter,chr19,11528752,11529052,test
2446,test_002446,1,promoter,promoter,chr19,35753350,35753650,test
2447,test_002447,0,background,random_background_test,chr19,26326515,26326815,test
2448,test_002448,0,background,random_background_test,chr19,54268866,54269166,test
2449,test_002449,1,promoter,promoter,chr20,36154480,36154780,test
2450,test_002450,1,promoter,promoter,chr19,40811042,40811342,test
2451,test_002451,0,background,random_background_test,chr19,18080012,18080312,test
2452,test_002452,0,background,random_background_test,chr20,41840124,41840424,test
2453,test_002453,1,promoter,promoter,chr20,48359791,48360091,test
2454,test_002454,0,background,random_background_test,chr19,33850944,33851244,test
2455,test_002455,1,promoter,promoter,chr20,58754092,58754392,test
2456,test_002456,0,background,random_background_test,chr21,44452193,44452493,test
2457,test_002457,0,background,random_background_test,chr21,12013990,12014290,test
2458,test_002458,1,promoter,promoter,chr21,9837886,9838186,test
2459,test_002459,0,background,random_background_test,chr20,25844538,25844838,test
2460,test_002460,1,promoter,promoter,chr19,39391112,39391412,test
2461,test_002461,1,promoter,promoter,chr19,23957695,23957995,test
2462,test_002462,0,background,random_background_test,chr19,19388415,19388715,test
2463,test_002463,1,promoter,promoter,chr19,45370536,45370836,test
2464,test_002464,1,promoter,promoter,chr19,29714835,29715135,test
2465,test_002465,0,background,random_background_test,chr19,19877471,19877771,test
2466,test_002466,1,promoter,promoter,chr19,48110678,48110978,test
2467,test_002467,0,background,random_background_test,chr21,31700940,31701240,test
2468,test_002468,0,background,random_background_test,chr21,14944487,14944787,test
2469,test_002469,0,background,random_background_test,chr20,28012060,28012360,test
2470,test_002470,0,background,random_background_test,chr19,1694446,1694746,test
2471,test_002471,1,promoter,promoter,chr19,7914606,7914906,test
2472,test_002472,1,promoter,promoter,chr20,37345830,37346130,test
2473,test_002473,1,promoter,promoter,chr19,305310,305610,test
2474,test_002474,1,promoter,promoter,chr20,23180154,23180454,test
2475,test_002475,1,promoter,promoter,chr20,25226694,25226994,test
2476,test_002476,1,promoter,promoter,chr20,25623879,25624179,test
2477,test_002477,1,promoter,promoter,chr20,31573115,31573415,test
2478,test_002478,0,background,random_background_test,chr19,52113348,52113648,test
2479,test_002479,0,background,random_background_test,chr21,28889207,28889507,test
